,Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,Cancelled,VelocitatMitjanaVol,ArribaTard
74,114,2008,1,3,4,1817.0,1730,122.0,50,WN,2632,N784SW,245.0,260.0,230.0,32.0,47.0,LAS,BWI,2106,0,9.156521739130435,Yes
75,116,2008,1,3,4,956.0,945,1658.0,1645,WN,818,N244WN,242.0,240.0,213.0,13.0,11.0,LAS,CLE,1825,0,8.568075117370892,Yes
76,117,2008,1,3,4,1849.0,1740,121.0,30,WN,564,N455WN,212.0,230.0,195.0,51.0,69.0,LAS,CMH,1772,0,9.087179487179487,Yes
77,118,2008,1,3,4,1210.0,1200,1905.0,1850,WN,991,N297WN,235.0,230.0,201.0,15.0,10.0,LAS,CMH,1772,0,8.81592039800995,Yes
78,120,2008,1,3,4,1047.0,1030,1328.0,1320,WN,157,N481WN,101.0,110.0,79.0,8.0,17.0,LAS,DEN,629,0,7.962025316455696,Yes
79,121,2008,1,3,4,2232.0,2115,108.0,5,WN,632,N203WN,96.0,110.0,77.0,63.0,77.0,LAS,DEN,629,0,8.168831168831169,Yes
80,122,2008,1,3,4,1512.0,1315,1802.0,1610,WN,706,N491WN,110.0,115.0,88.0,112.0,117.0,LAS,DEN,629,0,7.1477272727272725,Yes
81,123,2008,1,3,4,2025.0,1955,2301.0,2245,WN,908,N480WN,96.0,110.0,78.0,16.0,30.0,LAS,DEN,629,0,8.064102564102564,Yes
82,124,2008,1,3,4,1439.0,1425,1720.0,1720,WN,1582,N318SW,101.0,115.0,85.0,0.0,14.0,LAS,DEN,629,0,7.4,No
83,125,2008,1,3,4,1627.0,1600,1916.0,1900,WN,2907,N647SW,109.0,120.0,80.0,16.0,27.0,LAS,DEN,629,0,7.8625,Yes
84,126,2008,1,3,4,1745.0,1710,2017.0,1945,WN,2192,N313SW,92.0,95.0,78.0,32.0,35.0,LAS,ELP,584,0,7.487179487179487,Yes
85,127,2008,1,3,4,1049.0,1040,1320.0,1320,WN,2280,N352SW,91.0,100.0,73.0,0.0,9.0,LAS,ELP,584,0,8.0,No
86,128,2008,1,3,4,1117.0,1050,1325.0,1325,WN,1636,N321SW,128.0,155.0,116.0,0.0,27.0,LAS,GEG,806,0,6.948275862068965,No
87,129,2008,1,3,4,1725.0,1620,1940.0,1850,WN,2803,N660SW,135.0,150.0,116.0,50.0,65.0,LAS,GEG,806,0,6.948275862068965,Yes
88,130,2008,1,3,4,1824.0,1735,2303.0,2230,WN,719,N414WN,159.0,175.0,143.0,33.0,49.0,LAS,HOU,1235,0,8.636363636363637,Yes
89,131,2008,1,3,4,1150.0,1140,1644.0,1640,WN,1776,N408WN,174.0,180.0,147.0,4.0,10.0,LAS,HOU,1235,0,8.401360544217686,Yes
90,132,2008,1,3,4,749.0,740,1227.0,1235,WN,3244,N475WN,158.0,175.0,146.0,-8.0,9.0,LAS,HOU,1235,0,8.45890410958904,No
91,133,2008,1,3,4,2051.0,2010,134.0,55,WN,3746,N321SW,163.0,165.0,150.0,39.0,41.0,LAS,HOU,1235,0,8.233333333333333,Yes
92,134,2008,1,3,4,1555.0,1525,2307.0,2245,WN,1027,N230WN,252.0,260.0,232.0,22.0,30.0,LAS,IAD,2066,0,8.905172413793103,Yes
93,135,2008,1,3,4,2255.0,1820,509.0,55,WN,1924,N761RR,194.0,215.0,176.0,254.0,275.0,LAS,IND,1591,0,9.039772727272727,Yes
94,136,2008,1,3,4,1129.0,1050,1757.0,1725,WN,3920,N464WN,208.0,215.0,179.0,32.0,39.0,LAS,IND,1591,0,8.888268156424582,Yes
95,137,2008,1,3,4,1602.0,1510,2357.0,2255,WN,3144,N272WN,295.0,285.0,269.0,62.0,52.0,LAS,ISP,2283,0,8.486988847583643,Yes
96,138,2008,1,3,4,1738.0,1715,1838.0,1820,WN,82,N499WN,60.0,65.0,42.0,18.0,23.0,LAS,LAX,236,0,5.619047619047619,Yes
97,139,2008,1,3,4,2207.0,2150,2306.0,2255,WN,135,N244WN,59.0,65.0,40.0,11.0,17.0,LAS,LAX,236,0,5.9,Yes
98,140,2008,1,3,4,1851.0,1825,2004.0,1930,WN,317,N335SW,73.0,65.0,41.0,34.0,26.0,LAS,LAX,236,0,5.7560975609756095,Yes
99,141,2008,1,3,4,701.0,645,802.0,745,WN,337,N488WN,61.0,60.0,42.0,17.0,16.0,LAS,LAX,236,0,5.619047619047619,Yes
100,142,2008,1,3,4,1556.0,1455,1704.0,1600,WN,354,N496WN,68.0,65.0,41.0,64.0,61.0,LAS,LAX,236,0,5.7560975609756095,Yes
101,145,2008,1,3,4,1540.0,1525,1648.0,1630,WN,1061,N422WN,68.0,65.0,47.0,18.0,15.0,LAS,LAX,236,0,5.0212765957446805,Yes
102,147,2008,1,3,4,1228.0,1200,1340.0,1310,WN,1928,N792SW,72.0,70.0,43.0,30.0,28.0,LAS,LAX,236,0,5.488372093023256,Yes
103,148,2008,1,3,4,2047.0,2005,2209.0,2115,WN,2367,N352SW,82.0,70.0,45.0,54.0,42.0,LAS,LAX,236,0,5.2444444444444445,Yes
104,149,2008,1,3,4,2158.0,2120,2303.0,2225,WN,2896,N335SW,65.0,65.0,44.0,38.0,38.0,LAS,LAX,236,0,5.363636363636363,Yes
105,152,2008,1,3,4,1147.0,1100,1541.0,1500,WN,2382,N404WN,114.0,120.0,90.0,41.0,47.0,LAS,LBB,775,0,8.61111111111111,Yes
106,153,2008,1,3,4,859.0,850,1343.0,1345,WN,565,N787SA,164.0,175.0,148.0,-2.0,9.0,LAS,LIT,1295,0,8.75,No
107,154,2008,1,3,4,1140.0,1110,1537.0,1510,WN,43,N617SW,117.0,120.0,95.0,27.0,30.0,LAS,MAF,796,0,8.378947368421052,Yes
108,155,2008,1,3,4,1226.0,1210,1721.0,1700,WN,213,N302SW,175.0,170.0,139.0,21.0,16.0,LAS,MCI,1140,0,8.201438848920864,Yes
109,156,2008,1,3,4,2118.0,2005,154.0,50,WN,411,N763SW,156.0,165.0,131.0,64.0,73.0,LAS,MCI,1140,0,8.702290076335878,Yes
110,157,2008,1,3,4,2003.0,1905,26.0,2350,WN,1004,N676SW,143.0,165.0,130.0,36.0,58.0,LAS,MCI,1140,0,8.76923076923077,Yes
111,158,2008,1,3,4,1622.0,1510,2059.0,2000,WN,1405,N775SW,157.0,170.0,130.0,59.0,72.0,LAS,MCI,1140,0,8.76923076923077,Yes
112,160,2008,1,3,4,1003.0,940,1441.0,1430,WN,3068,N449WN,158.0,170.0,136.0,11.0,23.0,LAS,MCI,1140,0,8.382352941176471,Yes
113,161,2008,1,3,4,1319.0,1300,2033.0,2025,WN,380,N444WN,254.0,265.0,234.0,8.0,19.0,LAS,MCO,2039,0,8.713675213675213,Yes
114,162,2008,1,3,4,1506.0,1500,2122.0,2030,WN,74,N764SW,256.0,210.0,177.0,52.0,6.0,LAS,MDW,1521,0,8.59322033898305,Yes
115,165,2008,1,3,4,1424.0,1415,1941.0,1945,WN,396,N407WN,197.0,210.0,177.0,-4.0,9.0,LAS,MDW,1521,0,8.59322033898305,No
116,166,2008,1,3,4,1211.0,1145,1750.0,1720,WN,693,N232WN,219.0,215.0,175.0,30.0,26.0,LAS,MDW,1521,0,8.691428571428572,Yes
117,167,2008,1,3,4,814.0,755,1334.0,1320,WN,823,N725SW,200.0,205.0,181.0,14.0,19.0,LAS,MDW,1521,0,8.403314917127071,Yes
118,169,2008,1,3,4,1708.0,1700,2214.0,2230,WN,1865,N745SW,186.0,210.0,169.0,-16.0,8.0,LAS,MDW,1521,0,9.0,No
119,170,2008,1,3,4,1919.0,1845,31.0,5,WN,2025,N740SW,192.0,200.0,171.0,26.0,34.0,LAS,MDW,1521,0,8.894736842105264,Yes
120,171,2008,1,3,4,1945.0,1815,52.0,2335,WN,2450,N405WN,187.0,200.0,168.0,77.0,90.0,LAS,MDW,1521,0,9.053571428571429,Yes
121,172,2008,1,3,4,2057.0,1930,202.0,50,WN,2794,N468WN,185.0,200.0,171.0,72.0,87.0,LAS,MDW,1521,0,8.894736842105264,Yes
122,173,2008,1,3,4,1354.0,1310,1907.0,1845,WN,3232,N201LV,193.0,215.0,177.0,22.0,44.0,LAS,MDW,1521,0,8.59322033898305,Yes
123,174,2008,1,3,4,1703.0,1645,33.0,35,WN,767,N222WN,270.0,290.0,257.0,-2.0,18.0,LAS,MHT,2356,0,9.167315175097276,No
124,176,2008,1,3,4,1903.0,1825,5.0,2340,WN,3327,N282WN,182.0,195.0,166.0,25.0,38.0,LAS,MSY,1501,0,9.042168674698795,Yes
125,179,2008,1,3,4,1354.0,1345,1525.0,1520,WN,127,N784SW,91.0,95.0,74.0,5.0,9.0,LAS,OAK,407,0,5.5,Yes
126,180,2008,1,3,4,1944.0,1740,2110.0,1915,WN,223,N223WN,86.0,95.0,72.0,115.0,124.0,LAS,OAK,407,0,5.652777777777778,Yes
127,181,2008,1,3,4,1251.0,1205,1425.0,1345,WN,237,N281WN,94.0,100.0,76.0,40.0,46.0,LAS,OAK,407,0,5.355263157894737,Yes
128,182,2008,1,3,4,1548.0,1505,1728.0,1635,WN,280,N460WN,100.0,90.0,78.0,53.0,43.0,LAS,OAK,407,0,5.217948717948718,Yes
129,184,2008,1,3,4,2216.0,2125,2348.0,2255,WN,900,N679AA,92.0,90.0,78.0,53.0,51.0,LAS,OAK,407,0,5.217948717948718,Yes
130,185,2008,1,3,4,2010.0,1900,2203.0,2030,WN,962,N378SW,113.0,90.0,77.0,93.0,70.0,LAS,OAK,407,0,5.285714285714286,Yes
131,186,2008,1,3,4,1433.0,1420,1608.0,1555,WN,1011,N248WN,95.0,95.0,79.0,13.0,13.0,LAS,OAK,407,0,5.151898734177215,Yes
132,187,2008,1,3,4,935.0,925,1106.0,1055,WN,1258,N774SW,91.0,90.0,71.0,11.0,10.0,LAS,OAK,407,0,5.732394366197183,Yes
133,189,2008,1,3,4,2035.0,2020,2209.0,2150,WN,3135,N695SW,94.0,90.0,81.0,19.0,15.0,LAS,OAK,407,0,5.0246913580246915,Yes
134,191,2008,1,3,4,1152.0,1145,1616.0,1605,WN,86,N627SW,144.0,140.0,116.0,11.0,7.0,LAS,OKC,987,0,8.508620689655173,Yes
135,192,2008,1,3,4,1435.0,1315,1859.0,1755,WN,479,N622SW,144.0,160.0,132.0,64.0,80.0,LAS,OMA,1099,0,8.325757575757576,Yes
136,193,2008,1,3,4,2049.0,1920,106.0,2355,WN,875,N217JC,137.0,155.0,125.0,71.0,89.0,LAS,OMA,1099,0,8.792,Yes
137,196,2008,1,3,4,2015.0,1945,2101.0,2040,WN,725,N259WN,46.0,55.0,34.0,21.0,30.0,LAS,ONT,197,0,5.794117647058823,Yes
138,199,2008,1,3,4,1102.0,1030,1152.0,1125,WN,906,N301SW,50.0,55.0,36.0,27.0,32.0,LAS,ONT,197,0,5.472222222222222,Yes
139,200,2008,1,3,4,2218.0,2120,2308.0,2210,WN,1493,N356SW,50.0,50.0,36.0,58.0,58.0,LAS,ONT,197,0,5.472222222222222,Yes
140,201,2008,1,3,4,851.0,835,938.0,930,WN,1670,N742SW,47.0,55.0,34.0,8.0,16.0,LAS,ONT,197,0,5.794117647058823,Yes
141,202,2008,1,3,4,1230.0,1215,1331.0,1310,WN,2018,N313SW,61.0,55.0,36.0,21.0,15.0,LAS,ONT,197,0,5.472222222222222,Yes
142,203,2008,1,3,4,1838.0,1800,1930.0,1855,WN,2730,N273WN,52.0,55.0,32.0,35.0,38.0,LAS,ONT,197,0,6.15625,Yes
143,204,2008,1,3,4,1358.0,1330,1449.0,1425,WN,3070,N660SW,51.0,55.0,37.0,24.0,28.0,LAS,ONT,197,0,5.324324324324325,Yes
144,205,2008,1,3,4,1757.0,1655,108.0,25,WN,156,N466WN,251.0,270.0,237.0,43.0,62.0,LAS,ORF,2155,0,9.092827004219409,Yes
145,206,2008,1,3,4,1816.0,1755,2022.0,2015,WN,700,N678AA,126.0,140.0,112.0,7.0,21.0,LAS,PDX,762,0,6.803571428571429,Yes
146,208,2008,1,3,4,1328.0,1255,1549.0,1520,WN,2354,N258WN,141.0,145.0,106.0,29.0,33.0,LAS,PDX,762,0,7.188679245283019,Yes
147,209,2008,1,3,4,2134.0,2040,2343.0,2300,WN,2550,N608SW,129.0,140.0,112.0,43.0,54.0,LAS,PDX,762,0,6.803571428571429,Yes
148,210,2008,1,3,4,1127.0,1045,1856.0,1835,WN,1285,N435WN,269.0,290.0,245.0,21.0,42.0,LAS,PHL,2176,0,8.881632653061224,Yes
149,211,2008,1,3,4,1720.0,1700,41.0,45,WN,1843,N484WN,261.0,285.0,244.0,-4.0,20.0,LAS,PHL,2176,0,8.918032786885245,No
150,213,2008,1,3,4,712.0,705,932.0,915,WN,243,N228WN,80.0,70.0,49.0,17.0,7.0,LAS,PHX,256,0,5.224489795918367,Yes
151,214,2008,1,3,4,1327.0,1320,1533.0,1530,WN,287,N747SA,66.0,70.0,50.0,3.0,7.0,LAS,PHX,256,0,5.12,Yes
152,215,2008,1,3,4,1817.0,1810,2016.0,2015,WN,504,N338SW,59.0,65.0,47.0,1.0,7.0,LAS,PHX,256,0,5.446808510638298,Yes
153,216,2008,1,3,4,1807.0,1740,2011.0,1950,WN,559,N603SW,64.0,70.0,49.0,21.0,27.0,LAS,PHX,256,0,5.224489795918367,Yes
154,217,2008,1,3,4,1712.0,1545,1914.0,1750,WN,668,N221WN,62.0,65.0,48.0,84.0,87.0,LAS,PHX,256,0,5.333333333333333,Yes
155,219,2008,1,3,4,1134.0,1110,1343.0,1315,WN,781,N378SW,69.0,65.0,46.0,28.0,24.0,LAS,PHX,256,0,5.565217391304348,Yes
156,222,2008,1,3,4,2156.0,2110,2353.0,2310,WN,1403,N258WN,57.0,60.0,43.0,43.0,46.0,LAS,PHX,256,0,5.953488372093023,Yes
157,223,2008,1,3,4,2140.0,2040,2334.0,2240,WN,1682,N281WN,54.0,60.0,40.0,54.0,60.0,LAS,PHX,256,0,6.4,Yes
158,225,2008,1,3,4,1521.0,1450,1725.0,1655,WN,2726,N777QC,64.0,65.0,46.0,30.0,31.0,LAS,PHX,256,0,5.565217391304348,Yes
159,226,2008,1,3,4,2100.0,1945,2255.0,2150,WN,2991,N752SW,55.0,65.0,43.0,65.0,75.0,LAS,PHX,256,0,5.953488372093023,Yes
160,227,2008,1,3,4,1657.0,1630,1905.0,1845,WN,3517,N487WN,68.0,75.0,49.0,20.0,27.0,LAS,PHX,256,0,5.224489795918367,Yes
161,228,2008,1,3,4,926.0,915,1129.0,1120,WN,3598,N790SW,63.0,65.0,44.0,9.0,11.0,LAS,PHX,256,0,5.818181818181818,Yes
162,230,2008,1,3,4,1825.0,1745,114.0,50,WN,512,N794SW,229.0,245.0,210.0,24.0,40.0,LAS,PIT,1910,0,9.095238095238095,Yes
163,231,2008,1,3,4,927.0,915,1631.0,1620,WN,594,N715SW,244.0,245.0,218.0,11.0,12.0,LAS,PIT,1910,0,8.761467889908257,Yes
164,232,2008,1,3,4,1630.0,1600,23.0,2350,WN,416,N401WN,293.0,290.0,266.0,33.0,30.0,LAS,PVD,2363,0,8.88345864661654,Yes
